INSTITUICAO_ENSINO_ALUNO_2020,NOME,FASE_TURMA_2020,PONTO_VIRADA_2020,INDE_2020,PEDRA_2020,DESTAQUE_IEG_2020,DESTAQUE_IDA_2020,DESTAQUE_IPV_2020,IAA_2020,IEG_2020,IPS_2020,IDA_2020,IPP_2020,IPV_2020,IAN_2020
Escola Pública,ALUNO-817,2B,Não,8.341.669.000.000.000,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,10.000.020.000.000.000,9.5,7.5,7,6.25,8.333.335,10
,ALUNO-818,,,,,,,,,,,,,,
,ALUNO-819,,,,,,,,,,,,,,
Rede Decisão/União,ALUNO-820,4B,Sim,8.332.223.666.666.660,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,708.333,8.3,5,9,8.749.999.999.999.990,8.944.453.333.333.330,10
Escola Pública,ALUNO-821,1R,Não,71.236.120.000.000.000,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.500.020.000.000.000,6.5,5,9,7.291.666.666.666.660,7.222.216.666.666.660,5
,ALUNO-822,,,,,,,,,,,,,,
Rede Decisão/União,ALUNO-823,1N,Não,8.450.835.333.333.330,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.000.020.000.000.000,9.4,8.125,9.5,7.916.666.666.666.660,8.333.333.333.333.330,5
Escola Pública,ALUNO-824,1N,Não,7.751.390.666.666.660,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.500.020.000.000.000,8,6.25,9.5,6.875,7.444.443.333.333.330,5
Escola João Paulo II,ALUNO-825,3A,Não,5.730.206.833.333.330,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,7.5,4.5,3.75,4.666.666.666.666.660,671.875,54.999.925,10
Escola Pública,ALUNO-826,2L,Não,6.381.112.000.000.000,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.000.020.000.000.000,6.1,7.5,3.5,6.666.666.666.666.660,6.222.216.666.666.660,10
,ALUNO-827,,,,,,,,,,,,,,
Rede Decisão/União,ALUNO-828,4L,Sim,7.503.891,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,791.667,8.2,5.625,7,8.541.666.666.666.660,8.777.786.666.666.660,5
Escola Pública,ALUNO-829,3F,Não,6.508.056.333.333.330,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,958.335,8.2,7.5,0,7.708.333.333.333.330,6.944.439.999.999.990,10
Rede Decisão/União,ALUNO-830,4B,Sim,9.098.615,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,958.335,10,10,7,8.958.333.333.333.330,9.222.233.333.333.330,10
Escola Pública,ALUNO-831,0H,Não,7.889.583.000.000.000,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.000.020.000.000.000,10,7.5,8.5,6.5625,6.916.655,5
,ALUNO-832,,,,,,,,,,,,,,
,ALUNO-833,,,,,,,,,,,,,,
,ALUNO-834,,,,,,,,,,,,,,
Escola Pública,ALUNO-835,2M,Não,5.032.083,Quartzo,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,0,7.9,3.125,0,6.5625,7.416.665,10
,ALUNO-836,,,,,,,,,,,,,,
Escola Pública,ALUNO-837,6A,Não,4.045.624,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,0,3.4,5,0,640.625,6.124.995,10
Rede Decisão/União,ALUNO-838,5B,Não,79.133.346.666.666.600,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,833.334,8.4,5,7.333.333.333.333.330,8.333.333.333.333.330,8.000.003.333.333.330,10
,ALUNO-839,,,,,,,,,,,,,,
Escola Pública,ALUNO-840,0E,Não,7.487.501.000.000.000,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.000.020.000.000.000,10,4.375,10,2.5,4.499.995,10
,ALUNO-841,,,,,,,,,,,,,,
Escola Pública,ALUNO-842,4L,Não,4.603.611,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,958.335,3.9,4.375,0,5.833.333.333.333.330,42.222.133.333.333.300,10
,ALUNO-843,,,,,,,,,,,,,,
,ALUNO-844,,,,,,,,,,,,,,
,ALUNO-845,,,,,,,,,,,,,,
Escola Pública,ALUNO-846,7B,Não,6.988.332.833.333.330,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,708.333,6.4,5.625,6.166.666.666.666.660,6.875,75.833.325,10
,ALUNO-847,,,,,,,,,,,,,,
Escola Pública,ALUNO-848,2M,Não,7.432.918,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.500.020.000.000.000,8.3,6.875,7,7.1875,758.333,5
Escola Pública,ALUNO-849,1J,Não,78.575.013.333.333.300,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,79.166.799.999.999.900,8.6,7.5,9,7.291.666.666.666.660,7.833.333.333.333.330,5
Rede Decisão/União,ALUNO-850,3B,Não,8.186.876.333.333.330,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,916.668,9.7,7.5,6.666.666.666.666.660,796.875,7.25,10
Escola Pública,ALUNO-851,0H,Não,76.499.999.999.999.900,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.500.020.000.000.000,10,7.5,9,2.5,699.999,5
,ALUNO-852,,,,,,,,,,,,,,
,ALUNO-853,,,,,,,,,,,,,,
,ALUNO-854,,,,,,,,,,,,,,
Escola Pública,ALUNO-855,2L,Não,7.356.112.666.666.660,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.000.020.000.000.000,7.6,7.5,8,7.083.333.333.333.330,6.888.886.666.666.660,5
,ALUNO-856,,,,,,,,,,,,,,
,ALUNO-857,,,,,,,,,,,,,,
Escola Pública,ALUNO-858,1A,Sim,8.590.003.000.000.000,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.000.020.000.000.000,9.7,6.875,9.5,8.125,9.250.005,5
,ALUNO-859,,,,,,,,,,,,,,
Escola Pública,ALUNO-860,3C,Sim,8.448.612.666.666.660,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,833.334,10,7.5,8.666.666.666.666.660,8.541.666.666.666.660,8.888.893.333.333.330,5
Escola Pública,ALUNO-861,3J,Não,8.080.835,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.583.350.000.000.000,8.8,7.5,8.666.666.666.666.660,8.125,7.833.333.333.333.330,5
Escola Pública,ALUNO-862,1J,Não,8.345.835.333.333.330,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.500.020.000.000.000,9.5,6.875,10,7.083.333.333.333.330,8,5
,ALUNO-863,,,,,,,,,,,,,,
,ALUNO-864,,,,,,,,,,,,,,
,ALUNO-865,,,,,,,,,,,,,,
Escola Pública,ALUNO-866,1A,Não,8.558.752,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.000.020.000.000.000,9.7,7.5,9,7.1875,7.25,10
,ALUNO-867,,,,,,,,,,,,,,
,ALUNO-868,,,,,,,,,,,,,,
,ALUNO-869,,,,,,,,,,,,,,
,ALUNO-870,,,,,,,,,,,,,,
,ALUNO-871,,,,,,,,,,,,,,
Rede Decisão/União,ALUNO-872,2N,Não,6.996.391.333.333.330,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.000.020.000.000.000,8.1,4.375,6,7.5,7.944.446.666.666.660,5
Escola Pública,ALUNO-873,1K,Não,7.506.112,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.000.020.000.000.000,8.6,7.5,7.5,6.25,7.555.549.999.999.990,5
Rede Decisão/União,ALUNO-874,4L,Não,7.706.946.333.333.330,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,875.001,8,5,6.333.333.333.333.330,8.541.666.666.666.660,805.556,10
,ALUNO-875,,,,,,,,,,,,,,
,ALUNO-876,,,,,,,,,,,,,,
Escola Pública,ALUNO-877,2M,Não,7.543.335.000.000.000,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.000.020.000.000.000,8.3,7.5,7.5,7.5,7.916.665,5
,ALUNO-878,,,,,,,,,,,,,,
,ALUNO-879,,,,,,,,,,,,,,
Escola Pública,ALUNO-880,2F,Não,48.113.893.333.333.300,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,74.166.799.999.999.900,5.8,5,0.5,6.875,5.611.106.666.666.660,5
,ALUNO-881,,,,,,,,,,,,,,
,ALUNO-882,,,,,,,,,,,,,,
,ALUNO-883,,,,,,,,,,,,,,
,ALUNO-884,,,,,,,,,,,,,,
,ALUNO-885,,,,,,,,,,,,,,
Escola Pública,ALUNO-886,0C,Não,871.667,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,10.000.020.000.000.000,10,7.5,8.5,7.5,758.334,10
,ALUNO-887,,,,,,,,,,,,,,
Escola Pública,ALUNO-888,1K,Não,6.593.890.666.666.660,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.500.020.000.000.000,7.9,7.5,0,7.916.666.666.666.660,811.111,10
Escola Pública,ALUNO-889,2D,Não,7.633.752,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.000.020.000.000.000,8.7,7.5,7,8.4375,7.5,5
Escola Pública,ALUNO-890,2R,Não,6.867.500.666.666.660,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.000.020.000.000.000,7.9,6.875,5.5,6.666.666.666.666.660,71.666.599.999.999.900,5
,ALUNO-891,,,,,,,,,,,,,,
Escola Pública,ALUNO-892,1E,Não,7.698.057.333.333.330,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.500.020.000.000.000,9.4,7.5,6.5,7.291.666.666.666.660,7.944.443.333.333.330,5
,ALUNO-893,,,,,,,,,,,,,,
Escola Pública,ALUNO-894,5A,Não,8.799.447.333.333.330,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,10.000.020.000.000.000,9.4,8.125,8,8.958.333.333.333.330,805.556,10
,ALUNO-895,,,,,,,,,,,,,,
,ALUNO-896,,,,,,,,,,,,,,
,ALUNO-897,,,,,,,,,,,,,,
Escola Pública,ALUNO-898,2M,Não,7.105.001,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,69.166.799.999.999.900,7.9,4.375,7.5,8.125,7.916.665,5
Escola Pública,ALUNO-899,1D,Não,7.812.502,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.000.020.000.000.000,9.5,7.5,7.5,8.125,7.75,5
,ALUNO-900,,,,,,,,,,,,,,
,ALUNO-901,,,,,,,,,,,,,,
Escola Pública,ALUNO-902,0A,Não,77.166.690.000.000.000,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.000.020.000.000.000,10,7.5,8,2.5,6.083.335,10
Escola Pública,ALUNO-903,1M,Não,8.885.835,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.000.020.000.000.000,9.2,7.5,10,8.125,7.916.665,10
Escola Pública,ALUNO-904,3A,Não,79.385.425.000.000.000,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,958.335,8.5,7.5,7,796.875,66.666.625,10
,ALUNO-905,,,,,,,,,,,,,,
Rede Decisão/União,ALUNO-906,4A,Sim,8.927.781.333.333.330,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,10.000.020.000.000.000,10,10,7.666.666.666.666.660,9.166.666.666.666.660,9.888.896.666.666.660,5
Escola Pública,ALUNO-907,1C,Não,8.118.335.333.333.330,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.500.020.000.000.000,8.8,7.5,7,7.916.666.666.666.660,7.333.333.333.333.330,10
Escola Pública,ALUNO-908,2B,Não,7.156.668,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,741.668,7.7,6.875,7.5,6.875,7.5,5
Escola Pública,ALUNO-909,2H,Não,6.241.251.999.999.990,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.500.020.000.000.000,6.3,7.5,2,7.8125,8,5
Escola Pública,ALUNO-910,5G,Não,4.328.750.666.666.660,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,958.335,0.8,3.125,13.333.333.333.333.300,7.8125,6.749.995,5
Escola Pública,ALUNO-911,3A,Não,65.970.838.333.333.300,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,583.334,8.1,3.75,7.666.666.666.666.660,7.1875,63.333.325,5
Escola Pública,ALUNO-912,4A,Não,4.745.832.666.666.660,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,916.668,1,7.5,26.666.666.666.666.600,8.125,51.666.566.666.666.600,5
,ALUNO-913,,,,,,,,,,,,,,
,ALUNO-914,,,,,,,,,,,,,,
,ALUNO-915,,,,,,,,,,,,,,
Rede Decisão/União,ALUNO-916,3L,Sim,85.077.105,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,791.667,8.7,7.5,7,859.375,98.333.425,10
FIAP,ALUNO-917,8A,,8.893.334,Ametista,Seu destaque em 2020: O seu bom engajamento nas ações de voluntariado.,Seu destaque em 2020: As suas boas notas na Faculdade.,,833.334,10,7.5,8.9,0,0,10
,ALUNO-918,,,,,,,,,,,,,,
Escola Pública,ALUNO-919,5A,Não,71.305.570.000.000.000,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,875.001,6,7.5,5.333.333.333.333.330,7.500.000.000.000.000,7.444.446.666.666.660,10
Rede Decisão/União,ALUNO-920,4F,Sim,7.589.375.500.000.000,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,708.333,9.4,4.375,7,796.875,9.333.337.499.999.990,5
,ALUNO-921,,,,,,,,,,,,,,
Escola Pública,ALUNO-922,2H,Sim,72.879.190.000.000.000,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.500.020.000.000.000,8.7,4.375,4.5,5.9375,8.833.335,10
Escola Pública,ALUNO-923,0E,Não,7.400.002.000.000.000,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.000.020.000.000.000,10,5,9,2.5,4.75,10
,ALUNO-924,,,,,,,,,,,,,,
,ALUNO-925,,,,,,,,,,,,,,
Escola Pública,ALUNO-926,2G,Não,7.648.612,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.500.020.000.000.000,9.5,5,8.5,6.875,7.055.549.999.999.990,5
