,INSTITUICAO_ENSINO_ALUNO_2020,NOME,FASE_2020,TURMA_2022,PONTO_VIRADA_2020,INDE_2020,PEDRA_2020,DESTAQUE_IEG_2020,DESTAQUE_IDA_2020,DESTAQUE_IPV_2020,IAA_2020,IEG_2020,IPS_2020,IDA_2020,IPP_2020,IPV_2020,IAN_2020
161,Escola Pública,ALUNO-162,1,B,Não,7.9,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",8.5,8.8,7.5,8.5,8.4,7.7,5.0
162,Escola Pública,ALUNO-163,1,G,Não,6.4,Ágata,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",7.5,8.2,5.0,6.2,2.5,7.7,5.0
163,Escola Pública,ALUNO-164,1,D,Não,7.7,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.5,8.7,7.5,7.5,7.1,7.7,5.0
164,Escola Pública,ALUNO-165,0,G,Não,8.4,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.0,10.0,7.5,10.0,7.8,7.5,5.0
167,Escola Pública,ALUNO-168,1,J,Não,8.0,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",10.0,8.8,7.5,8.5,7.5,8.11,5.0
168,Escola Pública,ALUNO-169,0,E,Não,7.8,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",9.0,10.0,5.0,10.0,2.5,5.7,10.0
172,Escola Pública,ALUNO-173,5,G,Não,3.7,Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",7.92,0.9,3.13,2.8,6.0,4.1,5.0
182,Escola Pública,ALUNO-183,0,E,Não,7.8,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.0,10.0,8.13,10.0,2.5,7.0,5.0
183,Escola Pública,ALUNO-184,1,H,Não,8.2,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",10.0,8.3,7.5,7.5,7.9,7.7,10.0
185,Escola Pública,ALUNO-186,3,J,Não,6.3,Ágata,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",8.75,5.8,7.5,5.6,8.0,6.67,2.5
186,Escola Pública,ALUNO-187,2,G,Não,6.41,Ágata,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",8.5,8.0,7.5,0.0,7.9,7.1,10.0
187,Escola Pública,ALUNO-188,3,C,Sim,7.7,Ametista,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",7.08,4.7,7.5,9.0,8.0,8.67,10.0
188,Escola Pública,ALUNO-189,1,C,Não,7.2,Ágata,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",8.0,8.3,5.0,8.0,7.2,7.3,5.0
189,Rede Decisão/União,ALUNO-190,7,B,Sim,8.7,Topázio,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",8.33,9.2,6.88,7.6,9.0,9.6,10.0
191,Escola Pública,ALUNO-192,1,H,Não,4.8,Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",7.4,5.1,5.0,0.0,6.0,7.4,5.0
192,Escola Pública,ALUNO-193,3,F,Sim,8.5,Topázio,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",10.0,9.8,5.0,7.0,8.0,9.3,10.0
193,Rede Decisão/União,ALUNO-194,6,A,Não,7.1,Ágata,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",8.33,8.3,6.88,6.3,7.66,7.04,5.0
196,Escola Pública,ALUNO-197,3,F,Não,8.8,Topázio,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",8.33,9.6,7.5,8.6,8.9,8.5,10.0
197,Escola Pública,ALUNO-198,6,A,Não,5.5,Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",0.0,6.1,5.63,4.5,5.78,6.2,10.0
198,Escola Pública,ALUNO-199,3,C,Não,6.6,Ágata,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",6.2,4.8,7.5,7.6,8.0,7.3,5.0
199,Escola Pública,ALUNO-200,4,F,Não,7.3,Ametista,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",7.92,5.8,7.5,5.6,8.0,8.5,10.0
200,Escola Pública,ALUNO-201,3,L,Não,7.7,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",7.08,9.4,7.5,8.0,7.97,7.4,5.0
201,Escola Pública,ALUNO-202,2,R,Não,3.7,Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",0.0,2.9,6.88,0.0,6.4,6.8,5.0
205,Escola Pública,ALUNO-206,6,B,Não,5.2,Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",0.0,4.3,7.5,2.0,7.8,7.1,10.0
207,Escola Pública,ALUNO-208,2,D,Não,7.8,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",9.0,9.4,7.5,5.0,8.0,7.5,10.0
208,Escola Pública,ALUNO-209,0,H,Sim,9.0,Topázio,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.5,10.0,6.25,10.0,10.0,1.0,5.0
209,Rede Decisão/União,ALUNO-210,5,B,Não,8.2,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",10.0,9.1,7.5,5.6,8.5,8.2,10.0
211,Escola Pública,ALUNO-212,0,H,Não,6.3,Ágata,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",7.4,10.0,4.38,7.0,2.5,2.5,10.0
212,Escola Pública,ALUNO-213,2,P,Não,8.0,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.0,9.7,5.0,9.0,8.7,7.8,5.0
214,Escola Pública,ALUNO-215,1,A,Não,8.8,Topázio,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",9.5,9.3,7.5,10.0,7.8,7.6,10.0
216,Escola Pública,ALUNO-217,1,B,Sim,8.9,Topázio,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",8.0,9.4,7.5,9.5,8.0,9.0,10.0
218,Escola Pública,ALUNO-219,2,M,Não,7.8,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",9.5,7.9,8.75,5.0,8.4,7.9,10.0
221,Escola Pública,ALUNO-222,1,F,Não,8.4,Topázio,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",9.0,7.8,7.5,9.5,7.1,8.2,10.0
222,Escola Pública,ALUNO-223,1,E,Não,6.59,Ágata,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.0,5.2,6.88,5.0,8.5,8.0,5.0
224,Escola Pública,ALUNO-225,4,B,Não,8.8,Topázio,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",9.58,9.7,7.5,8.3,8.7,8.2,10.0
225,Rede Decisão/União,ALUNO-226,2,G,Não,7.8,Ametista,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",8.5,7.4,5.63,7.5,8.0,8.2,10.0
226,Escola Pública,ALUNO-227,3,L,Não,5.9,Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",8.75,3.0,7.5,6.3,7.8,6.0,5.0
228,Escola Pública,ALUNO-229,1,H,Não,5.8,Quartzo,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",7.33,7.8,7.5,0.0,7.9,7.7,5.0
229,Rede Decisão/União,ALUNO-230,3,G,Não,5.0,Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",8.75,6.1,4.38,2.3,5.8,4.6,5.0
230,Escola Pública,ALUNO-231,6,C,Não,5.9,Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",8.33,3.7,5.0,4.3,7.03,6.5,10.0
234,Rede Decisão/União,ALUNO-235,3,B,Não,8.1,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",8.3,9.0,7.5,7.6,7.5,7.2,10.0
237,Escola Pública,ALUNO-238,2,H,Não,6.4,Ágata,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.0,8.4,5.0,4.0,6.0,7.7,5.0
240,Escola Pública,ALUNO-241,1,G,Não,7.2,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.0,8.8,6.25,9.5,2.5,6.7,5.0
241,Escola Pública,ALUNO-242,1,G,Não,6.7,Ágata,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.0,7.4,6.25,5.5,7.1,6.9,5.0
245,Escola Pública,ALUNO-246,1,J,Não,7.6,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.5,8.3,6.88,8.0,7.0,7.6,5.0
250,Escola Pública,ALUNO-251,1,N,Não,8.5,Topázio,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",8.5,8.9,7.5,10.0,7.2,7.3,10.0
258,Rede Decisão/União,ALUNO-259,7,B,Sim,8.7,Topázio,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",9.17,9.1,7.5,7.6,8.7,9.2,10.0
260,Escola Pública,ALUNO-261,3,A,Não,7.2,Ágata,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.17,8.8,7.5,6.3,7.5,7.79,2.5
261,Rede Decisão/União,ALUNO-262,5,F,Sim,8.2,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",7.92,9.2,5.0,6.6,9.0,9.2,10.0
262,Rede Decisão/União,ALUNO-263,5,B,Não,8.3,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",9.58,9.5,6.88,6.3,8.9,8.3,10.0
264,Escola Pública,ALUNO-265,4,A,Não,7.6,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",8.75,10.0,6.88,6.0,8.0,7.7,5.0
265,Escola Pública,ALUNO-266,1,B,Não,8.3,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",8.5,8.9,5.63,8.5,8.4,8.0,10.0
266,Rede Decisão/União,ALUNO-267,3,J,Sim,8.3,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.17,9.7,5.63,8.0,8.9,9.7,5.0
268,Escola Pública,ALUNO-269,1,J,Não,7.0,Ágata,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",7.5,8.6,7.5,5.7,7.2,7.5,5.0
269,Escola Pública,ALUNO-270,3,C,Não,7.1,Ágata,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",6.67,4.2,4.38,8.6,8.0,8.5,10.0
272,Escola Pública,ALUNO-273,1,R,Não,4.3,Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.0,4.4,7.5,0.0,7.2,4.3,2.5
273,Escola Pública,ALUNO-274,5,A,Não,6.1,Ágata,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",7.92,5.6,7.5,3.6,7.2,7.4,5.0
274,Escola Pública,ALUNO-275,3,M,Não,6.3,Ágata,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",10.0,5.2,7.5,4.3,6.09,5.6,10.0
276,Escola Pública,ALUNO-277,1,E,Não,8.0,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.5,8.4,5.63,10.0,7.7,7.7,5.0
277,Escola Pública,ALUNO-278,5,L,Não,8.2,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",8.75,9.6,9.38,7.3,8.7,8.3,5.0
279,Escola Pública,ALUNO-280,1,F,Não,6.6,Ágata,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",8.5,6.2,5.0,6.5,6.5,8.0,5.0
283,Escola Pública,ALUNO-284,3,A,Não,7.9,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",7.92,9.9,7.5,7.6,7.97,7.7,5.0
284,Escola Pública,ALUNO-285,2,D,Não,5.1,Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",9.5,0.0,7.5,1.0,8.0,7.0,10.0
285,Escola Pública,ALUNO-286,1,G,Não,6.9,Ágata,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",8.0,6.0,6.88,7.5,7.1,7.7,5.0
286,Escola Pública,ALUNO-287,2,H,Sim,8.3,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",7.4,8.5,7.5,7.5,8.4,8.8,10.0
287,Escola Pública,ALUNO-288,2,C,Não,6.8,Ágata,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.0,7.7,7.5,3.7,8.3,7.8,5.0
291,Escola Pública,ALUNO-292,4,B,Sim,8.4,Topázio,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",10.0,9.9,6.88,7.6,8.9,9.44,5.0
292,Escola Pública,ALUNO-293,5,F,Não,4.4,Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",6.67,1.3,4.38,0.0,7.1,6.6,10.0
